,BlobCombine,BlobHit,BlobPotion,CollectPotion,CollectTreasure,Die,GoblinMeleeHit,GoblinRangedHit,JavelinThrow,MinitaurHit,OgreHit,OgreTreasure,ReachStairs,TriggerTrap,UsePortal,EndTurn,MapNumber,EnemyKill,Label,IsUser,R-Label,TC-Label,MK-Label
0,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
1,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
2,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
3,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
4,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
5,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
6,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
7,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
8,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
9,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
10,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
11,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
12,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
13,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
14,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
15,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
16,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
17,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
18,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
19,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
20,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
21,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
22,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
23,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
24,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
25,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
26,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
27,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
28,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
29,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
30,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
31,0.0,0.199999960000008,0.0,0.499999750000125,0.22222219753086697,0.0,0.33333322222225925,0.33333329629630043,0.07142856632653098,0.06666666222222252,0.499999750000125,0.24999993750001562,0.9999990000010001,0.0,0.0,0.2352941161091888,100,0.6666665925926009,MK,False,False,False,True
